Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Celeron 900,1160,31.3,2460,https://cpu.userbenchmark.com/SpeedTest/4381/IntelR-CeleronR-CPU----------900----220GHz
CPU,,Intel,Celeron N2830,1161,31.3,8294,https://cpu.userbenchmark.com/SpeedTest/12104/IntelR-CeleronR-CPU--N2830----216GHz
CPU,,Intel,Core2 Duo L7100,1162,31.3,50,https://cpu.userbenchmark.com/SpeedTest/5778/IntelR-CoreTM2-Duo-CPU-----L7100----120GHz
CPU,,Intel,Celeron N3450,1163,31.2,4884,https://cpu.userbenchmark.com/SpeedTest/208922/IntelR-CeleronR-CPU-N3450---110GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL-56,1164,31.2,292,https://cpu.userbenchmark.com/SpeedTest/2456/AMD-Turiontm-64-X2-Mobile-Technology-TL-56
CPU,,Intel,Pentium D 3.00GHz,1165,31.2,3549,https://cpu.userbenchmark.com/SpeedTest/3363/IntelR-PentiumR-D-CPU-300GHz
CPU,,Intel,Core i3 U 380,1166,31.1,447,https://cpu.userbenchmark.com/SpeedTest/8152/IntelR-CoreTM-i3-CPU-------U-380----133GHz
CPU,,Intel,Celeron E1500,1167,31.1,264,https://cpu.userbenchmark.com/SpeedTest/8605/IntelR-CeleronR-CPU--------E1500----220GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL-52,1168,31,158,https://cpu.userbenchmark.com/SpeedTest/1892/AMD-Turiontm-64-X2-Mobile-Technology-TL-52
CPU,,Intel,T2250,1169,31,395,https://cpu.userbenchmark.com/SpeedTest/5955/Genuine-IntelR-CPU-----------T2250----173GHz
CPU,,Intel,Celeron E1400,1170,31,350,https://cpu.userbenchmark.com/SpeedTest/2849/IntelR-CeleronR-CPU--------E1400----200GHz
CPU,,Intel,Pentium Dual T2370,1171,31,552,https://cpu.userbenchmark.com/SpeedTest/4795/IntelR-PentiumR-Dual--CPU--T2370----173GHz
CPU,,Intel,U2300,1172,30.9,230,https://cpu.userbenchmark.com/SpeedTest/2326/Genuine-IntelR-CPU-----------U2300----120GHz
CPU,,AMD,Turion II Neo N40L,1173,30.8,128,https://cpu.userbenchmark.com/SpeedTest/7/AMD-Turiontm-II-Neo-N40L-Dual-Core-Processor
CPU,,Intel,Core2 T5300,1174,30.8,247,https://cpu.userbenchmark.com/SpeedTest/2288/IntelR-CoreTM2-CPU---------T5300----173GHz
CPU,,Intel,Core i5 U 470,1175,30.8,277,https://cpu.userbenchmark.com/SpeedTest/6244/IntelR-CoreTM-i5-CPU-------U-470----133GHz
CPU,,AMD,Turion X2 Dual-Core Mobile RM-70,1176,30.8,391,https://cpu.userbenchmark.com/SpeedTest/199/AMD-Turiontm-X2-Dual-Core-Mobile-RM-70
CPU,,Intel,Core Duo T2350,1177,30.7,197,https://cpu.userbenchmark.com/SpeedTest/3830/IntelR-CoreTM-Duo-CPU------T2350----186GHz
CPU,,Intel,Celeron N4020,1178,30.7,279,https://cpu.userbenchmark.com/SpeedTest/1134763/IntelR-CeleronR-N4020-CPU---110GHz
CPU,,Intel,Pentium 4 3.20GHz,1179,30.7,2438,https://cpu.userbenchmark.com/SpeedTest/7095/--------------IntelR-PentiumR-4-CPU-320GHz
CPU,,Intel,U4100,1180,30.6,858,https://cpu.userbenchmark.com/SpeedTest/10746/Genuine-IntelR-CPU-----------U4100----130GHz
CPU,,Intel,Pentium D 2.80GHz,1181,30.4,3130,https://cpu.userbenchmark.com/SpeedTest/267/--------------IntelR-PentiumR-D-CPU-280GHz
CPU,FH8068003067416,Intel,Celeron J4005,1182,30.3,808,https://cpu.userbenchmark.com/SpeedTest/473105/IntelR-CeleronR-J4005-CPU---200GHz
CPU,,Intel,Core2 T5200,1183,30.3,256,https://cpu.userbenchmark.com/SpeedTest/11616/IntelR-CoreTM2-CPU---------T5200----160GHz
CPU,,AMD,E2-9010 APU (2016 M.SR),1184,30.3,187,https://cpu.userbenchmark.com/SpeedTest/175091/AMD-E2-9010-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,Intel,575,1185,30.3,344,https://cpu.userbenchmark.com/SpeedTest/4105/Genuine-IntelR-CPU-------------575----200GHz
CPU,,Intel,Celeron N3160,1186,30.3,1271,https://cpu.userbenchmark.com/SpeedTest/166661/IntelR-CeleronR-CPU--N3160----160GHz
CPU,,Intel,Pentium Dual T2330,1187,30.2,643,https://cpu.userbenchmark.com/SpeedTest/6733/IntelR-PentiumR-Dual--CPU--T2330----160GHz
CPU,,Intel,Pentium Dual T2390,1188,30.2,939,https://cpu.userbenchmark.com/SpeedTest/2090/IntelR-PentiumR-Dual--CPU--T2390----186GHz
CPU,,AMD,E2-9000 APU (2016 M.SR),1189,30.2,1151,https://cpu.userbenchmark.com/SpeedTest/339888/AMD-E2-9000-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,Intel,Core i3 U 330,1190,30.2,279,https://cpu.userbenchmark.com/SpeedTest/1602/IntelR-CoreTM-i3-CPU-------U-330----120GHz
CPU,,AMD,Athlon X2 Dual-Core QL-65,1191,30.1,409,https://cpu.userbenchmark.com/SpeedTest/4672/AMD-Athlontm-X2-Dual-Core-QL-65
CPU,,Intel,Atom x7-Z8700,1192,30.1,1884,https://cpu.userbenchmark.com/SpeedTest/27122/IntelR-AtomTM-x7-Z8700--CPU---160GHz
CPU,,Intel,Pentium Dual T2310,1193,30,351,https://cpu.userbenchmark.com/SpeedTest/2719/IntelR-PentiumR-Dual--CPU--T2310----146GHz
CPU,,AMD,Sempron 3400+,1194,29.6,206,https://cpu.userbenchmark.com/SpeedTest/8329/AMD-Semprontm-Processor-3400-
CPU,,Intel,Pentium 4 3.00GHz,1195,29.6,6245,https://cpu.userbenchmark.com/SpeedTest/440/--------------IntelR-PentiumR-4-CPU-300GHz
CPU,,Intel,Pentium N3710,1196,29.5,9596,https://cpu.userbenchmark.com/SpeedTest/141841/IntelR-PentiumR-CPU--N3710----160GHz
CPU,,Intel,Celeron N2820,1197,29.5,1593,https://cpu.userbenchmark.com/SpeedTest/5994/IntelR-CeleronR-CPU--N2820----213GHz
CPU,,AMD,AthlonX2 DualCore QL-60,1198,29.3,18,https://cpu.userbenchmark.com/SpeedTest/6294/AMD-AthlontmX2-DualCore-QL-60
CPU,,Intel,Pentium N3700,1199,29.3,7734,https://cpu.userbenchmark.com/SpeedTest/33474/IntelR-PentiumR-CPU--N3700----160GHz
CPU,,Intel,Atom x7-Z8750,1200,29.3,317,https://cpu.userbenchmark.com/SpeedTest/177483/IntelR-AtomTM-x7-Z8750--CPU---160GHz
CPU,,Intel,Celeron N3150,1201,29,2177,https://cpu.userbenchmark.com/SpeedTest/28103/IntelR-CeleronR-CPU--N3150----160GHz
CPU,,AMD,A6-7000 APU (2014 M.Ka),1202,29,186,https://cpu.userbenchmark.com/SpeedTest/27400/AMD-A6-7000-Radeon-R4-5-Compute-Cores-2C-3G
CPU,,AMD,A4-5000 APU,1203,28.9,7374,https://cpu.userbenchmark.com/SpeedTest/5321/AMD-A4-5000-APU-with-RadeonTM-HD-Graphics
CPU,,Intel,Pentium M processor 1.86GHz,1204,28.8,150,https://cpu.userbenchmark.com/SpeedTest/4587/--------IntelR-PentiumR-M-processor-186GHz
CPU,,AMD,Athlon X2 Dual-Core QL-64,1205,28.8,346,https://cpu.userbenchmark.com/SpeedTest/3720/AMD-Athlontm-X2-Dual-Core-QL-64
CPU,,AMD,Athlon 64 X2 Dual Core TK-55,1206,28.7,248,https://cpu.userbenchmark.com/SpeedTest/1927/AMD-Athlontm-64-X2-Dual-Core-Processor-TK-55
CPU,,Intel,Celeron N2815,1207,28.6,833,https://cpu.userbenchmark.com/SpeedTest/9736/IntelR-CeleronR-CPU--N2815----186GHz
CPU,,AMD,Athlon X2 Dual Core BE-2300,1208,28.5,31,https://cpu.userbenchmark.com/SpeedTest/12410/AMD-Athlontm-X2-Dual-Core-Processor-BE-2300
CPU,,Intel,Atom x5-Z8550,1209,28.5,508,https://cpu.userbenchmark.com/SpeedTest/195658/IntelR-AtomTM-x5-Z8550--CPU---144GHz
CPU,,Intel,Pentium 4 2.80GHz,1210,28.4,1409,https://cpu.userbenchmark.com/SpeedTest/3163/--------------IntelR-PentiumR-4-CPU-280GHz
CPU,,AMD,Sempron 3600+,1211,28.4,106,https://cpu.userbenchmark.com/SpeedTest/1005/Mobile-AMD-Semprontm-Processor-3600-
CPU,,AMD,Athlon Neo X2 Dual Core L335,1212,28.4,153,https://cpu.userbenchmark.com/SpeedTest/4043/AMD-Athlontm-Neo-X2-Dual-Core-Processor-L335
CPU,FH8068003067417,Intel,Celeron N4000,1213,28.3,8665,https://cpu.userbenchmark.com/SpeedTest/503050/IntelR-CeleronR-N4000-CPU---110GHz
CPU,,Intel,Pentium M processor 1.73GHz,1214,28.2,258,https://cpu.userbenchmark.com/SpeedTest/7488/--------IntelR-PentiumR-M-processor-173GHz
CPU,,Intel,Atom x5-Z8330,1215,28.2,238,https://cpu.userbenchmark.com/SpeedTest/153094/IntelR-AtomTM-x5-Z8330--CPU---144GHz
CPU,,AMD,E-350D APU,1216,28.1,216,https://cpu.userbenchmark.com/SpeedTest/6589/AMD-E-350D-APU-with-Radeontm-HD-Graphics
CPU,,AMD,E2-9000e APU (2016 M.SR),1217,28.1,2437,https://cpu.userbenchmark.com/SpeedTest/321458/AMD-E2-9000e-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,Intel,Atom x5-Z8500,1218,27.9,687,https://cpu.userbenchmark.com/SpeedTest/38612/IntelR-AtomTM-x5-Z8500--CPU---144GHz
CPU,,AMD,E2-2000 APU (2012 M.Za),1219,27.9,705,https://cpu.userbenchmark.com/SpeedTest/10908/AMD-E2-2000-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom D2700,1220,27.7,192,https://cpu.userbenchmark.com/SpeedTest/7623/IntelR-AtomTM-CPU-D2700-----213GHz
CPU,,AMD,E-450 APU,1221,27.6,6938,https://cpu.userbenchmark.com/SpeedTest/2189/AMD-E-450-APU-with-Radeontm-HD-Graphics
CPU,EM1800GBB22GV,AMD,E2-1800 APU (2012 M.Za),1222,27.5,3288,https://cpu.userbenchmark.com/SpeedTest/839/AMD-E2-1800-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Athlon 64 X2 Dual Core TK-53,1223,27.4,119,https://cpu.userbenchmark.com/SpeedTest/9182/AMD-Athlontm-64-X2-Dual-Core-Processor-TK-53
CPU,,AMD,Sempron 2800+,1224,27.4,138,https://cpu.userbenchmark.com/SpeedTest/4755/AMD-Semprontm-Processor-2800-
CPU,,Intel,Celeron 723,1225,27.3,38,https://cpu.userbenchmark.com/SpeedTest/10153/IntelR-CeleronR-CPU----------723----120GHz
CPU,,Intel,Atom N2800,1226,27.3,346,https://cpu.userbenchmark.com/SpeedTest/8985/IntelR-AtomTM-CPU-N2800-----186GHz
CPU,,AMD,Sempron 3000+,1227,27.1,228,https://cpu.userbenchmark.com/SpeedTest/3648/AMD-Semprontm-Processor-3000-
CPU,,Intel,Pentium 4 2.60GHz,1228,27.1,68,https://cpu.userbenchmark.com/SpeedTest/5254/--------------IntelR-PentiumR-4-CPU-260GHz
CPU,,AMD,E-350,1229,26.8,5114,https://cpu.userbenchmark.com/SpeedTest/5356/AMD-E-350-Processor
CPU,,Intel,Celeron J3355,1230,26.8,661,https://cpu.userbenchmark.com/SpeedTest/247225/IntelR-CeleronR-CPU-J3355---200GHz
CPU,,Intel,Pentium D 2.66GHz,1231,26.8,347,https://cpu.userbenchmark.com/SpeedTest/4781/-------------IntelR-PentiumR-D--CPU-266GHz
CPU,,AMD,Athlon Neo MV-40,1232,26,157,https://cpu.userbenchmark.com/SpeedTest/12003/AMD-Athlontm-Neo-Processor-MV-40
CPU,,Intel,Celeron N3010,1233,25.8,261,https://cpu.userbenchmark.com/SpeedTest/195388/IntelR-CeleronR-CPU--N3010----104GHz
CPU,,AMD,Athlon 2650e,1234,25.8,132,https://cpu.userbenchmark.com/SpeedTest/4742/AMD-Athlontm-Processor-2650e
CPU,,Intel,Pentium 4 3.06GHz,1235,25.7,715,https://cpu.userbenchmark.com/SpeedTest/614/--------------IntelR-PentiumR-4-CPU-306GHz
CPU,,Intel,Pentium M processor 1.60GHz,1236,25.5,135,https://cpu.userbenchmark.com/SpeedTest/4076/--------IntelR-PentiumR-M-processor-160GHz
CPU,,Intel,Pentium 4 2.93GHz,1237,25.4,110,https://cpu.userbenchmark.com/SpeedTest/4199/--------------IntelR-PentiumR-4-CPU-293GHz
CPU,,Intel,Atom x5-Z8300,1238,25.3,2907,https://cpu.userbenchmark.com/SpeedTest/37765/IntelR-AtomTM-x5-Z8300--CPU---144GHz
CPU,,Intel,Celeron M 430,1239,25.3,130,https://cpu.userbenchmark.com/SpeedTest/4999/IntelR-CeleronR-M-CPU--------430----173GHz
CPU,,AMD,C-60 APU,1240,24.4,1760,https://cpu.userbenchmark.com/SpeedTest/3147/AMD-C-60-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Celeron N3000,1241,24.3,149,https://cpu.userbenchmark.com/SpeedTest/34511/IntelR-CeleronR-CPU--N3000----104GHz
CPU,,AMD,E1-1200 APU,1242,24.3,5061,https://cpu.userbenchmark.com/SpeedTest/2118/AMD-E1-1200-APU-with-Radeontm-HD-Graphics
CPU,,AMD,E-300 APU,1243,24.2,5959,https://cpu.userbenchmark.com/SpeedTest/2468/AMD-E-300-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom x5-Z8350,1244,24.2,7546,https://cpu.userbenchmark.com/SpeedTest/143924/IntelR-AtomTM-x5-Z8350--CPU---144GHz
CPU,,Intel,Celeron N3350,1245,24.1,10545,https://cpu.userbenchmark.com/SpeedTest/197164/IntelR-CeleronR-CPU-N3350---110GHz
CPU,,Intel,Pentium 4 2.40GHz,1246,24,183,https://cpu.userbenchmark.com/SpeedTest/5589/--------------IntelR-PentiumR-4-CPU-240GHz
CPU,,Intel,Atom D525,1247,24,1788,https://cpu.userbenchmark.com/SpeedTest/5666/IntelR-AtomTM-CPU-D525-----180GHz
CPU,,AMD,E1-7010 APU (2015 M.Ca),1248,23.4,1261,https://cpu.userbenchmark.com/SpeedTest/167591/AMD-E1-7010-APU-with-AMD-Radeon-R2-Graphics
CPU,,Intel,Pentium 4 2.66GHz,1249,23.2,187,https://cpu.userbenchmark.com/SpeedTest/4462/--------------IntelR-PentiumR-4-CPU-266GHz
CPU,,Intel,Atom N570,1250,22.9,1042,https://cpu.userbenchmark.com/SpeedTest/3881/IntelR-AtomTM-CPU-N570-----166GHz
CPU,,Intel,Atom N2600,1251,22.4,1750,https://cpu.userbenchmark.com/SpeedTest/704/IntelR-AtomTM-CPU-N2600-----160GHz
CPU,,AMD,E1-2500 APU,1252,21.9,2910,https://cpu.userbenchmark.com/SpeedTest/9778/AMD-E1-2500-APU-with-RadeonTM-HD-Graphics
CPU,,Intel,Celeron N3060,1253,21.9,14348,https://cpu.userbenchmark.com/SpeedTest/130019/IntelR-CeleronR-CPU--N3060----160GHz
CPU,,Intel,Celeron 2.80GHz,1254,21.7,41,https://cpu.userbenchmark.com/SpeedTest/8814/IntelR-CeleronR-CPU-280GHz
CPU,,AMD,C-50,1255,21.6,1541,https://cpu.userbenchmark.com/SpeedTest/3082/AMD-C-50-Processor
CPU,,Intel,Atom N550,1256,21.5,622,https://cpu.userbenchmark.com/SpeedTest/182/IntelR-AtomTM-CPU-N550-----150GHz
CPU,,Intel,Atom 330,1257,21.5,841,https://cpu.userbenchmark.com/SpeedTest/1917/IntelR-AtomTM-CPU--330-----160GHz
CPU,,Intel,Celeron M processor 1.50GHz,1258,21.2,55,https://cpu.userbenchmark.com/SpeedTest/5383/IntelR-CeleronR-M-processor---------150GHz
CPU,,Intel,Celeron N3050,1259,21.2,11123,https://cpu.userbenchmark.com/SpeedTest/31154/IntelR-CeleronR-CPU--N3050----160GHz
CPU,,Intel,Atom N450,1260,21,2058,https://cpu.userbenchmark.com/SpeedTest/3190/IntelR-AtomTM-CPU-N450-----166GHz
CPU,,Intel,Atom D510,1261,21,372,https://cpu.userbenchmark.com/SpeedTest/5452/IntelR-AtomTM-CPU-D510-----166GHz
CPU,,Intel,Atom N435,1262,20.9,35,https://cpu.userbenchmark.com/SpeedTest/13319/IntelR-AtomTM-CPU-N435-----133GHz
CPU,,Intel,Atom N455,1263,20.9,2111,https://cpu.userbenchmark.com/SpeedTest/2394/IntelR-AtomTM-CPU-N455-----166GHz
CPU,,Intel,Atom N280,1264,20.8,466,https://cpu.userbenchmark.com/SpeedTest/4556/---------IntelR-AtomTM-CPU-N280-----166GHz
CPU,,Intel,Atom D410,1265,20.7,191,https://cpu.userbenchmark.com/SpeedTest/13305/---------IntelR-AtomTM-CPU-D410-----166GHz
CPU,,Intel,Celeron D 3.06GHz,1266,20.6,253,https://cpu.userbenchmark.com/SpeedTest/13158/IntelR-CeleronR-D-CPU-306GHz
CPU,,AMD,Z-60 APU,1267,20.4,4,https://cpu.userbenchmark.com/SpeedTest/13444/AMD-Z-60-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Atom N270,1268,20.2,2480,https://cpu.userbenchmark.com/SpeedTest/2697/IntelR-AtomTM-CPU-N270-----160GHz
CPU,,Intel,Atom 230,1269,19.5,228,https://cpu.userbenchmark.com/SpeedTest/5251/IntelR-AtomTM-CPU--230-----160GHz
CPU,,AMD,Phenom 9600,1270,18.7,606,https://cpu.userbenchmark.com/SpeedTest/7248/AMD-Phenomtm-9600-Quad-Core-Processor
CPU,,AMD,E1-2100 APU,1271,17.9,3390,https://cpu.userbenchmark.com/SpeedTest/7613/AMD-E1-2100-APU-with-RadeonTM-HD-Graphics
CPU,,Intel,Atom Z2760,1272,17.9,569,https://cpu.userbenchmark.com/SpeedTest/2088/IntelR-AtomTM-CPU-Z2760----180GHz
CPU,,AMD,A4-1250 APU,1273,17.7,607,https://cpu.userbenchmark.com/SpeedTest/8678/AMD-A4-1250-APU-with-RadeonTM-HD-Graphics
CPU,,Intel,Atom Z520,1274,17.6,216,https://cpu.userbenchmark.com/SpeedTest/4161/---------IntelR-AtomTM-CPU-Z520-----133GHz
CPU,,AMD,A4-1200 APU,1275,17.4,394,https://cpu.userbenchmark.com/SpeedTest/2520/AMD-A4-1200-APU-with-RadeonTM-HD-Graphics
CPU,,AMD,Phenom 9500,1276,17,1024,https://cpu.userbenchmark.com/SpeedTest/1692/AMD-Phenomtm-9500-Quad-Core-Processor
